A1,A2,A4,A6,A8
Yuanyuan,Zumaque,860,WATERBURY,6708
Shashi,Whitcroft,203,WESTPORT,6881
Kevin,Ayari,202,WASHINGTON,20265
Zhongxiu,Passino,770,ATLANTA,30387
Theodoulos,Bugrara,304,FARMINGTON,26571
Marcelino,Schupeta,808,KALAHEO,96741
Keijiro,Bolsens,913,KINCAID,66039
Vimal,Dinkloh,505,PETACA,87554
Atanas,Razek,918,MOFFETT,74946
Houssem,Spehner,769,WOODVILLE,39669
Antoinette,Magnier,580,SAPULPA,74067
True,Pietrzak,858,LOS ANGELES,90019
Bett,Giunchiglia,248,UTICA,48315
Farshid,Hasteer,720,COLORADO SPRINGS,80962
Janette,Einwohner,207,SOUTH CHINA,4358
Ridha,Sinicrope,505,ALAMOGORDO,88311
Thant,Hilgefort,207,PORTLAND,4104
Zevi,Yahalom,307,MOOSE,83012
Gershon,Wolte,971,EDDYVILLE,97343
Naoufel,Vijaykrishnan,802,SHELDON SPRINGS,5485
Mengjou,Markatos,802,BELVIDERE CENTER,5442
Simonetta,Waterhouse,757,THE PLAINS,20198
Rangasami,Sedobgo,228,BELMONT,38827
Homer,Ziarko,269,MANCHESTER,48158
Yifei,Skwarecki,307,ALTA,83414
Sushil,Michaelson,207,STRATTON,4982
Shigeichi,Nadji,308,ALEXANDRIA,68303
Roderick,Faulstich,406,ASHLAND,59004
Shuji,Rothstein,808,MAKAWAO,96768
Atef,Seymour,615,LYNNVILLE,38472
Herkimer,Creusere,808,KAHULUI,96732
Andee,Nagasaki,401,PROVIDENCE,2901
Ryszard,Belleghem,864,WILLISTON,29853
Chadia,Heystek,515,CHESTER,52134
Rang,Grunberger,732,TETERBORO,7699
Arndt,Cau,276,FORT LEE,23801
Romuald,Isakowitz,763,MINNEAPOLIS,55447
Zdislav,Strivastav,201,NEW LISBON,8064
Gultekin,Kluthe,808,WAIPAHU,96797
Joris,Yingchun,513,BELPRE,45714
Masatsugu,Reinman,732,NEW BRUNSWICK,8906
Grover,Orsini,804,DISPUTANTA,23842
Roma,Sandkuhl,785,ELWOOD,66024
Dorian,Strnad,702,LAS VEGAS,89145
Fong,Atarashi,205,RAGLAND,35131
Nadia,Hershko,605,HAYES,57537
Neri,Kreutz,641,IRWIN,51446
Sozo,Dhagat,985,SHREVEPORT,71101
Gurudatta,Dunki,208,FILER,83328
Brigitta,Petterson,206,LIND,99341
Hirotsugo,Terlouw,808,PEARL CITY,96782
Jacco,Gaedke,202,WASHINGTON,20509
Yasufumi,Melzer,859,TRAM,41663
Sidd,Alt,907,STEBBINS,99671
Xiaokang,Duske,406,COLUMBIA FALLS,59912
Pei,Rios,860,STAMFORD,6922
Theis,Mihail,410,BALTIMORE,21224
Clenn,Jockley,406,BILLINGS,59102
Josiah,Berrada,860,HAMDEN,6517
Gesine,Vandenbroeck,308,VERDIGRE,68783
Belinda,Konakovsky,502,FAIRDALE,40118
Baosheng,Schreckenghost,785,PERU,67360
Yosee,Stemann,614,CINCINNATI,45270
Qianhong,Rajamony,706,ATLANTA,31150
Prabhav,Collart,574,GROVERTOWN,46531
Reto,Gool,351,BOXBOROUGH,1719
Jamshid,Turkedjiev,302,REHOBOTH BEACH,19971
Jere,Ruttan,603,GROVETON,3582
Eilon,Leigh,276,NELSONIA,23414
Sasikumar,Karavelas,208,HAGERMAN,83332
Sigbjorn,Tautges,808,KAPOLEI,96709
Pasi,Bregier,224,DANFORTH,60930
Mosfeq,Njiwoua,214,RICHMOND,77407
Corin,Indiresan,307,DIXON,82323
Tucker,Basagni,808,KAMUELA,96743
Shipei,Fudos,515,HARCOURT,50544
Oldrich,Grems,606,WILLARD,41181
Hironori,Wong,719,TWO BUTTES,81084
Haibin,Chandha,520,PHOENIX,85097
Carter,Humborstad,808,HONOLULU,96822
Vitor,Cheriyan,910,LEXINGTON,27292
Bobby,Holldobler,601,LIBERTY,39645
Jaya,Beukering,907,ARCTIC VILLAGE,99722
Joonhee,Handke,251,RED LEVEL,36474
Hironori,Bougaut,304,JESSE,24849
Gurudatta,Vanneste,302,WILMINGTON,19802
Hyuncheol,Worthington,712,JOHNSTON,50131
Maryalice,Shermer,781,MATTAPOISETT,2739
Raymoond,Westby,907,ANCHORAGE,99502
Cheryl,Summann,803,SELLERS,29592
Selee,Kawashima,401,GREENE,2827
Maneesh,Garigliano,636,BRECKENRIDGE,64625
Subhasish,Sauder,843,EDGEFIELD,29824
Tarun,Mohrherr,260,INDIANAPOLIS,46283
Lisbeth,Tuthill,509,HUMPTULIPS,98552
Paliath,Rotics,802,BRIDGEWATER,5034
Xiaobin,Takanami,203,GREENWICH,6832
Lefteris,Mancey,980,MARIETTA,28362
Rohan,Cline,203,WEST MYSTIC,6388
Trudi,Kwiatkowska,202,WASHINGTON,20426
Eser,Murthy,202,WASHINGTON,20038
Duri,Schonegge,406,BILLINGS,59105
Oukseh,Sever,308,ATLANTA,68923
Bryant,Knapik,319,CORNING,50841
Miche,Bhasker,517,MAPLE CITY,49664
Yoga,Panadiwal,843,MANNING,29102
Bhaskaran,Raufmann,208,DIETRICH,83324
Zhexue,Matzel,339,NANTUCKET,2554
Rajko,Deyuan,787,PONCE,732
Zohar,Dhagat,307,GREEN RIVER,82935
Ali,Gavril,304,SUTTON,26601
Anupan,Paleologo,217,SPRINGFIELD,62703
Abdullah,Cornu,605,BADGER,57214
Gezinus,Desnoyer,813,GAINESVILLE,32641
Chuchang,Hiroyama,702,RENO,89501
Gaku,Niland,614,MC CUTCHENVILLE,44844
Uday,Mutzel,878,NEFFS,18065
Bishop,Michaelski,256,NORTHPORT,35475
Marta,Kosanke,636,SUMMERSVILLE,65571
Adam,Maehly,501,MOUNT PLEASANT,72561
Mei,Mobasher,787,GUANICA,653
Shizuo,Callegarin,620,TOPEKA,66653
Jogg,Larue,315,ELMONT,11003
Loys,Businaro,318,SALINE,71070
Seyed,Kubiatowicz,208,ISLAND PARK,83429
Arunabha,Ackermann,605,WHITEWOOD,57793
Danijela,Aparicio,334,REPTON,36475
Karthick,Haberman,939,PATILLAS,723
Tryggve,Sacone,843,DUNCAN,29391
Jayasree,Vayngrib,787,TOA BAJA,950
Anil,Suermann,808,OOKALA,96774
Arnon,Kunieda,701,ROGERS,58479
Ferdi,Stuempfle,918,LAWTON,73505
Shalom,Kabuka,971,SPRAY,97874
PeiZong,Walrand,939,QUEBRADILLAS,678
Bruch,Gutbrod,307,YODER,82244
Elvira,Kotulla,302,WILMINGTON,19897
Regine,Frattolillo,203,BRIDGEPORT,6606
Matrina,Rorvig,702,NORTH LAS VEGAS,89081
Bianka,Prado,580,TERLTON,74081
Palash,Eskridge,484,HERMITAGE,16148
Krzyszfof,Zervos,401,WARWICK,2889
Fintan,Okumoto,860,HARTFORD,6101
Anontonio,Grana,207,BREWER,4412
Christine,Haddley,907,CLAM GULCH,99568
Akito,Hebisch,308,OMAHA,68172
Erol,Hansdah,856,POTTERSVILLE,7979
Yosee,Pottossine,702,FALLON,89407
Toramatsu,Jelonek,918,OKLAHOMA CITY,73146
Omar,Kang,732,LINDEN,7036
Heiko,Glas,425,NASELLE,98638
Laurentiu,Noltemeier,417,HOLT,64048
Radharamanan,Magidor,520,WHITERIVER,85941
Gretta,Stanfill,985,HAYNESVILLE,71038
Gianni,Walstra,785,NORCATUR,67653
Zuliang,Hoogewijs,253,SNOHOMISH,98296
Ljubomir,Nunn,970,BEULAH,81023
Nikfar,Tekampe,240,FORT GEORGE G MEADE,20755
Raffaele,Gronski,937,PORTSMOUTH,45662
Mrinal,Bartschi,267,YOUNGSVILLE,16371
Gradimir,Lanin,210,HOUSTON,77013
Anuj,Sgarro,606,EDMONTON,42129
Basant,Alborghetti,803,LYNCHBURG,29080
Myunghwan,Getto,316,LATHAM,67072
Wenjie,Mackaness,769,NEW ALBANY,38652
Mori,Musil,848,SOMERVILLE,8876
Venkatesan,Bernini,502,CALVERT CITY,42029
Birte,Ndiaye,207,BUCKSPORT,4416
Kwan,Spirk,713,NORTON,76865
Manoru,Broodsky,787,GURABO,778
Santi,Delannoy,603,NORTH HAVERHILL,3774
Yasuharu,Hardavellas,209,VALLEJO,94589
Yasmine,Dunan,828,GROVER,28073
Xuerong,Shedroff,479,GREENBRIER,72058
Qun,Cappelli,402,HEARTWELL,68945
Darko,Schulman,970,HARTMAN,81043
Lior,Swiler,479,DEER,72628
Aida,Rivett,304,MALLORY,25634
Magne,Plainfosse,971,CHILOQUIN,97624
Kazutomo,Grady,716,ALEXANDRIA BAY,13607
Goce,Faron,479,CURTIS,71728
Furio,Buchter,520,SCOTTSDALE,85262
Yah,Meusel,406,BROWNING,59417
Wilf,Drobnic,864,SYCAMORE,29846
Karlis,Bacciotti,209,CUPERTINO,95014
Vilmar,Suchan,931,MEMPHIS,38157
Cleve,Choukair,615,KNOXVILLE,37929
Satya,Stepanek,918,OKLAHOMA CITY,73102
Takehiko,Noerr,316,SALINA,67402
Atro,Blau,434,THORNBURG,22565
Srikant,Urso,707,SANTA CLARITA,91350
Bert,Rajamony,302,WILMINGTON,19897
Arnaud,Noonan,787,CAGUAS,725
Denzil,Birta,860,BRIDGEPORT,6601
Sauro,Yeom,989,BRIMLEY,49715
Wenwey,Sufrin,203,VERSAILLES,6383
Fraser,Dalheimer,509,TACOMA,98424
Malur,Barthelemy,812,FOREST,46039
Hidetoshi,Abbadi,337,BATON ROUGE,70805
Refik,Vedrine,269,SIX LAKES,48886
Anselm,Buchinger,417,BUCKNER,64016
Guy,Bregier,435,AXTELL,84621
Alfried,Kitayama,202,WASHINGTON,20262
Norton,Drexl,480,HAYDEN,85235
Felic,Caneve,702,LAS VEGAS,89199
Darwyn,Bruekers,802,GAYSVILLE,5746
Monty,Glockner,225,BATON ROUGE,70874
Berardo,Leslie,402,CERESCO,68017
Pabitra,Bodlaender,308,SAINT EDWARD,68660
Rae,Zlatin,978,ATTLEBORO FALLS,2763
Imari,Ponamgi,406,SAINT XAVIER,59075
Baik,Rine,402,HERSHEY,69143
Qingxiang,Jupin,206,ROLLINGBAY,98061
Neli,Chitson,609,JERSEY CITY,7308
Iztok,Holmberg,605,YALE,57386
Kalev,Bonsangue,207,LEEDS,4263
Bard,Bultitude,208,LEADORE,83464
Jeongyoujng,Shimura,928,TUCSON,85730
Dnnald,Mukaidono,620,ASSARIA,67416
Sigurdur,Welker,603,DURHAM,3824
Aviv,Shilling,870,MENIFEE,72107
Shiqun,Minoura,435,CLEARFIELD,84015
Lionello,Huleihel,605,NEW EFFINGTON,57255
Bedir,Zaguia,660,PARNELL,64475
Mitsuo,Jarvinen,909,SAN FRANCISCO,94175
Seraffin,Jarvinen,662,HOLCOMB,38940
Chuen,Aleksandrov,256,ANDALUSIA,36421
Tadahiro,Ramnath,808,KEALAKEKUA,96750
Soojung,Peir,612,FARMINGTON,55024
Falko,Poujoulat,801,CEDAR CITY,84721
Setsuo,Miksik,865,MOSCOW,38057
Brett,Apt,308,OMAHA,68152
Femke,Bartschi,425,SEATTLE,98148
Anil,Rauma,720,EMPIRE,80438
Ingmar,Pevac,406,HINGHAM,59528
Arbee,Kwankam,816,LUCERNE,64655
Takenao,Vosburgh,605,LANTRY,57636
Hantak,Bruandet,808,KAPOLEI,96707
Anil,Bretshneider,505,GLENWOOD,88039
Maarten,Knecht,605,ROSHOLT,57260
Ishai,Nieuwejaar,406,POLEBRIDGE,59928
Shailey,Moumoutzis,502,CUNNINGHAM,42035
Yasuaki,McCluskey,351,HARWICH PORT,2646
Chumki,Validov,814,WATERFORD,16441
Vinnakota,Tuomenoksa,719,ENGLEWOOD,80155
Haigeng,Gyimothy,425,TACOMA,98481
Guansong,Dharanipragada,508,WATERTOWN,2472
Narayanan,Lucks,205,ALBERTA,36720
Narayan,Eizirik,971,WALTON,97490
Munehiro,Winn,304,MINDEN,25879
Mechthild,Walinsky,808,LIHUE,96766
Jianli,Weinbaum,401,PAWTUCKET,2861
Arivind,Lecon,401,PROVIDENCE,2940
Amitabh,Leiwo,808,HONOLULU,96818
Thong,Hatonen,228,CARROLLTON,38917
Pavani,Dutta,401,GREENE,2827
Eileen,Bonacina,507,LUVERNE,56156
Beatrix,Olsztyn,802,RICHFORD,5476
Ignace,Rotolo,208,MERIDIAN,83680
Xinxin,Grushcow,240,OLNEY,20832
Leland,Uemura,252,HAYESVILLE,28904
Haoxun,Rege,617,READVILLE,2137
Gwynneth,Sheridan,701,KINTYRE,58549
Fionn,Olivero,337,BOSSIER CITY,71111
Lory,Schell,802,SHARON,5065
Dekang,Lease,734,WARREN,48089
Benedita,Herley,605,GAYVILLE,57031
Deryle,Tsatalos,702,SUN VALLEY,89433
Rajanarayanan,Kempkens,251,PHENIX CITY,36868
Zheru,Gill,406,ZORTMAN,59546
Yibing,Assche,808,KULA,96790
Paul,Isaksen,509,SEATTLE,98126
Gurbir,Torrigiani,817,BRUNI,78344
Yoshitomo,Postma,712,ELDORA,50627
Antione,Stieger,970,AURORA,80018
Dani,Kliger,404,AUGUSTA,30916
Deidra,Ghattas,731,ORLINDA,37141
Ronny,Villanueva,302,WILMINGTON,19806
Angel,Wattum,802,NORTH HERO,5474
Klara,Jesus,409,FRESNO,77545
Kerhong,Queinnec,304,GREENVILLE,24945
Shalosh,Elphick,440,DELTA,43515
Farida,Carapuca,904,MIAMI BEACH,33140
Vanu,Eugenio,765,INDIANAPOLIS,46268
Sandrine,Poujoulat,240,GLEN BURNIE,21062
Waiman,Grandbois,402,FAIRFIELD,68938
Ulrich,Kumaran,907,HOPE,99605
Xianfeng,Mezei,773,SCIOTA,61475
Rajit,Struckmann,612,MONTGOMERY,56069
Rosalie,Murta,901,MANSFIELD,38236
Sadegh,Sonnenberger,617,NEW TOWN,2456
Giora,Vetland,860,STAMFORD,6903
Manica,Gohara,803,CHERAW,29520
Haomin,Strijk,503,FIELDS,97710
Joceli,Cowan,787,SAN JUAN,923
DooHyun,Heemskerk,801,SALT LAKE CITY,84134
Hongsing,Nitzan,504,LEESVILLE,71446
Nissim,Rine,503,NORTH POWDER,97867
Takamoto,Lohberger,931,SAMBURG,38254
Neal,Inamori,517,EAST JORDAN,49727
Allessandro,Maassen,808,HONOLULU,96819
Miquel,Reim,702,LAS VEGAS,89102
Xianlong,Gavoille,260,BRINGHURST,46913
Dagmar,Sohoni,435,EDEN,84310
Hagbal,Moliner,310,ROUND MOUNTAIN,96084
Baktha,Waksman,276,GLADSTONE,24553
Nicolae,Zaroliagis,860,WINDSOR,6006
Heiki,Choon,907,AUKE BAY,99821
Luca,Bel,707,FRESNO,93729
Gianna,Khouja,860,GAYLORDSVILLE,6755
Syunsuke,Fegeas,952,PINE CITY,55063
Povl,Yamashita,603,RYE,3870
Djamila,Canon,787,ANGELES,611
Chengwen,Carreras,931,FINGER,38334
Filiberto,Coyle,603,INTERVALE,3845
Lionel,Whitcomb,860,RIVERSIDE,6878
Umest,Bian,208,EDEN,83325
Linlin,Liptay,518,BRONX,10455
Vuk,Bittianda,719,BLACK HAWK,80422
Thea,Syre,423,SPARTA,38583
Rafal,Olshen,815,HILLSBORO,62049
Zanoni,Togni,773,ROCHESTER,62563
Raimundo,Orlowski,985,LOCKPORT,70374
Meliu,Schend,413,CHICOPEE,1013
Padmanabhan,Alves,410,GERMANTOWN,20876
Gerth,Anton,509,SPOKANE,99224
Santonu,Beer,605,WAKONDA,57073
Kimon,Besl,808,KURTISTOWN,96760
Nandlal,Derks,802,PEACHAM,5862
Chrysantos,Edler,207,PORTAGE,4768
Jolanta,Conry,270,RHODELIA,40161
Liang,Herlihy,308,LA VISTA,68128
Kitty,Manmatha,757,ROANOKE,24001
Andras,Sikic,615,SLAYDEN,37165
Vance,Czaja,720,DENVER,80233
Kwangjo,Wilm,570,WEST PITTSBURG,16160
Arno,Milicic,219,SOUTH BEND,46624
Kui,Lamparter,859,NEW CASTLE,40050
Przemyslaw,Kamsties,203,MARION,6444
Abdel,Raza,848,ROCKAWAY,7866
Yongdong,Arthur,302,WILMINGTON,19890
Knut,Plattner,731,HICKMAN,38567
Kerima,Codenie,802,WEST RUPERT,5776
Ware,Forier,404,FORT BENNING,31905
Zhiliang,Pusterhofer,978,PINEHURST,1866
Geunbae,Urbano,801,COALVILLE,84017
Morteza,Isaac,864,PLUM BRANCH,29845
Junguk,Neiman,502,BLUE RIVER,41607
Tsun,Tzolovski,605,SIOUX FALLS,57106
Hyunok,Meuter,401,PAWTUCKET,2862
Sumitaka,Scholtes,207,ROCKWOOD,4478
Harriett,Jushchenko,814,LANSFORD,18232
Weining,Sreenan,571,HUME,22639
M'hamed,Crabtree,808,KAUMAKANI,96747
Wiiliam,Yaoi,206,PORT HADLOCK,98339
Filipe,Faulstich,307,MORAN,83013
Heesung,Kameny,316,CHEROKEE,66724
Poorav,Musen,603,FREEDOM,3836
Stafford,Bustami,308,ASHLAND,68003
Jianan,Verykios,504,GRANT,70644
Tien,Blot,770,MCDONOUGH,30252
Newton,Episkopou,302,REHOBOTH BEACH,19971
Toshimo,Clowes,515,LIBERTYVILLE,52567
Sterling,Scholtes,308,SPARKS,69220
Katsushi,Deak,425,STEPTOE,99174
Surendra,Ahrenberg,410,PATUXENT RIVER,20670
Kojiro,Dunlop,785,GLADE,67639
Zavid,Kameny,623,GLENDALE,85312
Mirion,Boigelot,213,WHEATLAND,95692
Wanghong,Petereit,918,ELK CITY,73644
Weiru,Hasselbring,318,BATON ROUGE,70893
Ghulam,Veillon,219,EVANSVILLE,47712
Tarang,Getfert,406,BOZEMAN,59772
Yuriko,Kreveld,802,KILLINGTON,5751
Micah,Rollins,907,ANCHORAGE,99516
Qinsi,Boersen,913,MUNDEN,66959
Yoneo,McMorrow,219,GREENWOOD,46142
Gyula,Perz,479,FOX,72051
Gong,Hadjidimos,860,MANCHESTER,6045
Yuejian,Federico,205,TUSKEGEE INSTITUTE,36088
Giorgio,Partove,803,GRAY COURT,29645
Hakjong,Banning,716,TILLSON,12486
Vasudev,Machine,505,TRAMPAS,87576
Hanspeter,Therrien,787,SAN JUAN,933
Mitsuru,Acklen,401,WAKEFIELD,2880
Sadun,Weismantel,202,WASHINGTON,20433
Alongkrit,Livari,520,MESA,85203
Yasser,Skaar,307,ARVADA,82831
Jordan,Chrzastowski,775,LAS VEGAS,89112
Amnon,Tawfik,206,MOCLIPS,98562
Yinlin,Lester,310,ROSEMEAD,91772
Pavol,Riguzzi,641,ROLFE,50581
Hartmann,Lvov,901,CHARLESTON,37310
Krishnamurthi,Braunschweig,260,LUCERNE,46950
Atsuo,Peitgen,402,HARVARD,68944
Shashi,Taimanov,224,MEREDOSIA,62665
Andrzej,Schwiegelshohn,304,ADVENT,25231
Mitesh,Pettis,251,ORANGE BEACH,36561
Ewgeni,Palacharla,430,DALLAS,75380
Weimin,Bhanu,208,SALMON,83467
Ajai,Reboh,518,TUPPER LAKE,12986
Bojana,Roodyn,787,PONCE,733
Anand,Giovini,505,LA MADERA,87539
Fumitaka,Mitomo,701,WEST FARGO,58078
Weihai,Galtieli,505,ALBUQUERQUE,87194
Nilanjan,Pittarelli,641,WATERVILLE,52170
Sedat,Breeding,302,WILMINGTON,19808
Nidapan,Etzl,720,KIRK,80824
Torgrim,Takizawa,770,HOSCHTON,30548
Alun,Thimbleby,971,MANNING,97125
Brig,Lackinger,802,WINDSOR,5089
Mar,Andraka,330,LIBERTY CENTER,43532
Kam,Sloope,206,TACOMA,98406
Tzu,Mikus,931,MAURY CITY,38050
Ashid,Lutrell,939,CAROLINA,984
Eelco,Lenkov,479,CLINTON,72031
Klemens,Tramer,207,MATTAWAMKEAG,4459
Hardeep,Kurinckx,603,ORFORD,3777
Zerksis,Bensard,337,SAINT FRANCISVILLE,70775
Constantine,Deerwester,863,BROOKSVILLE,34613
Egon,Nurmeev,754,PUNTA GORDA,33950
Holger,Ehrhard,203,NORWALK,6860
Ronit,Oppenheim,203,WESTPORT,6889
Benedita,Carrive,939,HUMACAO,791
Agatha,Tibrook,203,BROAD BROOK,6016
Iko,Gerberich,207,SWANS ISLAND,4685
Constantinos,Pericliev,202,WASHINGTON,20006
Tatsuro,Loupy,307,POINT OF ROCKS,82942
Feng,Simhi,985,SHREVEPORT,71130
Mateo,Wagle,505,ALAMOGORDO,88311
Victoria,Dalton,847,MINIER,61759
Clenn,Shekhar,334,BIRMINGHAM,35219
Reese,Abell,412,KANTNER,15548
Maryann,Popp,913,PARSONS,67357
Meinolf,Giegerich,504,KROTZ SPRINGS,70750
Nazife,Moustafa,307,HUNTLEY,82218
Berlinda,Dziadosz,302,HARBESON,19951
Tich,Towheed,903,COTTON CENTER,79021
Bitan,Altiok,606,HUDDY,41535
ChengFu,Guizani,407,OCHOPEE,34141
Utz,Arthur,518,SYRACUSE,13225
Freimut,Gurzi,402,HILDRETH,68947
Sasa,Autexier,252,ALEXIS,28006
Sergi,Arthan,802,BRISTOL,5443
Bay,Philippatos,406,BRADY,59416
Naftaly,Buitenhuis,202,WASHINGTON,20390
Zhixue,Luesebrink,302,WILMINGTON,19898
Jozo,Leunen,270,KUTTAWA,42055
Santos,Habel,717,LEBANON,17046
Yosuke,Banh,304,LYNCO,24857
Ayla,Liebowitz,308,COLUMBUS,68601
Sugwoo,Undy,701,AMIDON,58620
Lichao,Wodd,606,GULSTON,40830
Ilana,Rohrbach,401,PROVIDENCE,2908
Alfried,Shinozawa,302,NEWARK,19712
Patrenahalli,Jiang,580,BYARS,74831
Eiichi,Rennels,256,JASPER,35504
Seongtaek,Halpenny,719,BRIGHTON,80602
Deepak,Nedjah,218,ARCO,56113
Heekeun,Smailagic,989,RAY,48096
Ming,Lando,641,HAMILTON,50116
Carin,Berdichevsky,307,POWELL,82435
Huei,Roelofsen,605,SCENIC,57780
Yoshifumi,Piens,980,CERRO GORDO,28430
Viswanathan,Aidoud,256,BRENT,35034
Zarko,Scheunemann,432,HOUSTON,77083
Pantelis,Bruha,301,CHASE,21027
Jost,Wesselkamper,716,MALDEN BRIDGE,12115
Mohan,Kamp,302,NEWARK,19713
Yvon,Castello,712,HARTLEY,51346
Vitor,Olkin,443,OCEAN CITY,21843
Norris,Nyberg,802,WEST HARTFORD,5084
Roy,Kamo,720,SNOWMASS VILLAGE,81615
Bhaskar,Brody,610,FREDERICK,19435
Veronik,Phan,213,MOSS BEACH,94038
Gottfried,Newhagen,515,WATERLOO,50706
Yurii,Holvoet,603,BRETTON WOODS,3575
Paulo,Kreutzer,775,CARSON CITY,89712
Fytton,Pinar,802,LYNDONVILLE,5851
Aleksy,Hatcher,207,FRENCHBORO,4635
Hueymin,Elustondo,803,WALTERBORO,29488
Feniosky,Behm,209,CORONADO,92118
Irfan,Demphlous,252,WADE,28395
Sarnath,Devesa,502,HAWESVILLE,42348
Maksim,Kugler,513,PINEY FORK,43941
Adwait,Apt,480,INDIAN WELLS,86031
Jacques,Arlazarov,571,MEADOWS OF DAN,24120
Naoto,Guha,952,HAMBURG,55339
Iksoo,Gawecki,302,FENWICK ISLAND,19944
Atam,Heeffer,406,TEIGEN,59084
Otmane,Hardjono,218,HAMPTON,55031
Rok,Gabrielian,570,SPRUCE CREEK,16683
Anastasios,Kallman,401,LITTLE COMPTON,2837
Larissa,Reggio,864,ORANGEBURG,29117
Clay,Steigerwald,580,LOOKEBA,73053
Xiangmin,Kibati,909,HICKMAN,95323
Zhimming,Bresenham,843,PAWLEYS ISLAND,29585
Ulfar,Honkala,787,GUAYNABO,970
Anca,Bruno,307,HUNTLEY,82218
Guozhong,Gurzhiv,913,LANSING,66043
Heidi,Lafuente,860,WATERBURY,6701
Silvina,Pinches,702,CARSON CITY,89703
Arco,Winstone,417,LANCASTER,63548
Junhui,Mehlenbacher,781,WORCESTER,1653
Papa,Seggelke,302,WILMINGTON,19806
Quingming,Luce,502,GOSHEN,40026
Vassos,Smagt,808,HONOLULU,96826
Abdelillah,Meguro,605,TYNDALL,57066
Tung,Vandenbroeck,903,CROSBYTON,79322
Mitesh,McCluskey,972,MACDONA,78054
Karthick,Kriebel,302,SMYRNA,19977
Naohide,Heiserman,631,STATEN ISLAND,10306
Annita,Tidwell,806,ACE,77326
Birgit,Beigel,217,PRAIRIE CITY,61470
Mooi,Tillert,207,LEVANT,4456
Ghassan,Zargham,816,ORRICK,64077
Xuding,Spirkovska,307,HARTVILLE,82215
Ulfar,Donald,603,WALPOLE,3608
Debashis,Bellotti,985,NEW ORLEANS,70174
Shiwa,Maslen,918,SENTINEL,73664
Naphtali,Tenopir,787,ADJUNTAS,601
Liviu,Pavlovsky,478,ATLANTA,31196
Denny,Laurillard,434,ARK,23003
Hans,O'Reagan,939,ARECIBO,613
Ronen,Reeve,401,PAWTUCKET,2862
Shensheng,Curthoys,402,NICKERSON,68044
Boleslaw,Lucia,304,NORTH SPRING,24869
Burke,Peres,316,MAPLE CITY,67102
Mark,Sartini,857,BERKLEY,2779
Yoni,McCaskey,701,MARION,58466
Bodonirina,Kochevar,731,MEMPHIS,38148
Jong,Vivekananda,339,PEMBROKE,2359
Brennan,Cavendish,703,BRODNAX,23920
Mechtild,Saloma,251,BIRMINGHAM,35229
Clelia,Yamaashi,229,GUYTON,31312
Berl,Tarr,401,WEST GREENWICH,2817
Francis,Reischert,402,OMAHA,68105
Maeve,Hannenhalli,314,SUCCESS,65570
Verena,Louly,308,COLON,68018
Fredj,Ashish,701,SUTTON,58484
Pranjal,Schattler,316,COLDWATER,67029
Aris,Siochi,910,CHARLOTTE,28270
Agenor,Draves,808,HONOLULU,96844
Brajesh,Carreras,307,CASPER,82609
Saulo,Gien,765,FREETOWN,47235
Ranjeewa,Braine,646,SYRACUSE,13201
Weiming,Denna,423,LANCASTER,38569
Aiko,Eck,601,SANDERSVILLE,39477
Gheith,Arz,907,ANIAK,99557
Kazuya,Ahlsen,304,RIO,26755
Ashish,Zuberek,605,PARMELEE,57566
Saurabh,Deren,501,STURKIE,72578
Raven,Hasker,570,DONEGAL,15628
Mehul,Woog,907,PILOT POINT,99649
Micki,Lobjois,469,PASADENA,77506
Seongbin,Vural,302,HARRINGTON,19952
Mieczyslaw,Templeton,808,HONOLULU,96839
Tinsley,Bage,615,LYNNVILLE,38472
Hongsheng,Samadani,802,SHELDON SPRINGS,5485
Nguyen,McCloskey,763,RUSHFORD,55971
Rob,Dubinsky,715,JANESVILLE,53546
Staphane,Carrive,720,AURORA,80044
Sakthirel,Laguitton,202,WASHINGTON,20232
Yoshimoto,Stiliadis,802,IRASBURG,5845
Suhir,Galtieli,256,LESTER,35647
Thyagarajan,Molenkamp,971,GLENDALE,97442
Selmer,Krohm,802,CORINTH,5039
Salil,Kasahara,207,BLAINE,4734
Betsy,Frauenstein,971,PORTLAND,97211
Brion,Heiserman,541,SUMPTER,97877
Raymonde,Jagannathan,316,TOPEKA,66667
Belarmino,Tanemo,406,BABB,59411
Ilagit,Shanmugasundaram,202,WASHINGTON,20453
Case,Erdi,859,NEWPORT,41071
Ajit,Miyakawa,413,AMHERST,1002
Schuyler,Marefat,251,CARROLLTON,35447
Raimundo,Yochum,848,PRINCETON,8540
Whay,Dkaki,801,CEDAR CITY,84720
Nasi,Losco,608,RACINE,53405
Valeri,Brunk,918,OKLAHOMA CITY,73179
Johanna,Haban,406,GARRISON,59731
Joaquin,Cremonini,925,LINCOLN ACRES,91947
Xianging,Uren,406,FALLON,59326
Orin,Kubicka,203,SOUTHPORT,6890
Kiyoshi,Chubarov,520,PHOENIX,85021
Lucia,Bencher,605,BURKE,57523
Terrance,Roskies,337,HOSSTON,71043
Demetri,Pocholle,917,BRONX,10468
Jaynarayan,Kaas,423,DYER,38330
Zavid,Christopher,603,CENTER CONWAY,3813
Elia,Laugerotte,603,SUNAPEE,3782
Dhamir,Bernatsky,507,LITTLEFORK,56653
Cirano,Protasov,719,MERINO,80741
Rossella,Wetherbe,701,CATHAY,58422
