A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
Yuzo,Heping,M,702,823-2457,LAS VEGAS,NV,89185,M,N,40000,0.0,0,0,0
Assia,Nepomnjashchaja,F,870,897-9553,BRADLEY,AR,71826,S,N,20000,4.9682083,20,0,0
Liao,Azzam,M,435,553-3979,OAK CITY,UT,84649,M,N,85000,7.0,0,4950,0
Kaye,Muharemagic,M,503,145-6689,TILLAMOOK,OR,97141,M,Y,35000,9.0,0,318,159
Dave,Blache,F,603,168-6719,JEFFERSON,NH,3583,S,Y,35000,0.0,0,0,0
Monish,Brazier,M,320,447-2625,MONTICELLO,MN,55582,S,Y,85000,7.85,3300,0,3300
Nimmagadda,Yano,M,501,844-8714,DE QUEEN,AR,71832,M,N,70000,7.0,0,40,0
Vanja,Konstam,M,848,539-3890,HAWTHORNE,NJ,7507,S,N,95000,2.5828125,1000,0,0
Masako,McWilliams,M,731,278-3552,BOLIVAR,TN,38008,M,N,45000,0.0,0,0,0
Begona,Varney,M,701,366-5903,WHEATLAND,ND,58079,M,Y,5000,2.1,0,6600,3300
Ysolde,Minoura,M,612,666-8187,SAINT PAUL,MN,55102,M,Y,75000,7.85,0,6600,3300
Seungwang,Hylton,F,907,937-8864,KOYUK,AK,99753,S,Y,10000,0.0,0,0,0
Suresh,Tomas,F,430,511-4200,SLIDELL,TX,76267,M,Y,15000,0.0,0,0,0
Gisela,Tayara,F,620,480-5560,HOME,KS,66438,M,Y,40000,6.45,0,4500,2250
Pinaki,Halevi,F,931,355-5428,MAURY CITY,TN,38050,S,N,65000,0.0,0,0,0
Yellamraju,Bacciotti,M,980,961-2574,REIDSVILLE,NC,27323,M,Y,30000,6.361888,0,6600,3300
Brajendra,Lanzarone,M,907,782-9117,INDIAN,AK,99540,S,Y,55000,0.0,0,0,0
Cort,Reistad,M,704,508-6766,MAPLE,NC,27956,M,N,65000,7.0961537,0,6600,0
Barton,Bala,M,501,166-5993,PALESTINE,AR,72372,M,Y,75000,7.0,0,40,20
Tassos,Nedjah,M,918,408-5162,PAOLI,OK,73074,M,Y,30000,6.25,0,2000,1000
Look,Scheibelhut,M,406,531-2270,BOYES,MT,59316,S,N,85000,6.9,1900,0,0
Olavi,Narendra,M,941,125-6928,LAKE WORTH,FL,33466,S,N,40000,0.0,0,0,0
Mirna,Rogozhnikova,F,775,938-8384,MINA,NV,89422,S,N,25000,0.0,0,0,0
Emmett,Undy,F,205,515-2989,PHENIX CITY,AL,36867,M,Y,50000,5.0,0,3000,300
Jaime,Ahanger,M,202,916-8804,WASHINGTON,DC,20444,S,Y,40000,9.0,1370,0,1370
Mamata,Mesnard,F,775,676-8853,THE LAKES,NV,88901,M,N,10000,0.0,0,0,0
Dario,Gracia,F,515,127-4703,CEDAR FALLS,IA,50614,S,Y,80000,8.98,40,0,40
Tinsley,Nojima,M,606,223-7688,BROWDER,KY,42326,S,N,75000,6.0,20,0,0
Sterling,Faron,M,802,133-9786,WOLCOTT,VT,5680,S,Y,15000,3.6,3300,0,3300
Yongfei,Yaku,F,425,832-3275,MONROE,WA,98272,M,Y,25000,0.0,0,0,0
Hyuckchul,Hollenberg,F,615,650-9113,GADSDEN,TN,38337,S,N,5000,0.0,0,0,0
Mariano,Stylianou,F,207,658-1534,NEWFIELD,ME,4056,M,Y,85000,8.5,0,5700,2850
Shahrokh,Suwunboriruksa,F,316,354-3206,BUCYRUS,KS,66013,M,N,80000,6.45,0,4500,0
Tarang,Howerton,F,860,153-8923,CORNWALL,CT,6753,M,N,30000,5.0,0,24500,0
Wiebe,Denti,F,413,742-7566,BUZZARDS BAY,MA,2542,M,N,50000,5.3,0,7150,0
Richards,Bereiter,F,307,674-7718,MC KINNON,WY,82938,S,Y,70000,0.0,0,0,0
Minkai,Pils,M,857,445-7264,NORTH FALMOUTH,MA,2556,M,Y,70000,5.3,0,7150,1000
Amit,Bala,M,540,256-2473,NORA,VA,24272,M,Y,25000,5.75,0,1800,900
Nur,Diede,F,425,140-2903,SEATTLE,WA,98121,S,N,45000,0.0,0,0,0
Mingfang,Poss,M,615,806-9018,FLINTVILLE,TN,37335,M,N,50000,0.0,0,0,0
Bhanu,Haass,M,660,155-8588,HOLT,MO,64048,M,N,45000,6.0,0,4200,0
Masahide,Kartik,F,727,714-9909,SUN CITY CENTER,FL,33573,S,N,10000,0.0,0,0,0
Zoe,Demoen,M,304,916-9644,OSAGE,WV,26543,M,Y,60000,6.5,0,4000,2000
Hiroyasu,Steffen,F,256,300-9159,PELL CITY,AL,35128,S,Y,45000,5.0,1500,0,300
Kristiina,Ghalwash,M,605,390-1538,GAYVILLE,SD,57031,M,Y,30000,0.0,0,0,0
Lyle,Tarn,F,208,411-6132,COCOLALLA,ID,83813,S,N,20000,6.948391,3300,0,0
Vaibhav,Taka,M,620,981-4469,SYCAMORE,KS,67363,M,Y,95000,6.45,0,4500,2250
Darwyn,Walicki,M,318,496-2167,LIVONIA,LA,70755,S,Y,50000,6.0,4500,0,1000
Vicente,Rozen,M,614,433-5585,MANSFIELD,OH,44902,S,N,45000,2.039795,1300,0,0
Ramasamy,Rahier,F,859,653-4110,SCOTTSVILLE,KY,42164,S,Y,75000,6.0,20,0,20
Kousuke,Bael,F,608,470-6858,JANESVILLE,WI,53546,S,Y,5000,4.6,700,0,400
Leighton,Uyar,F,502,916-9073,BLOOMFIELD,KY,40008,M,Y,100000,6.0,0,40,20
Samual,Kushner,M,229,220-1271,PERKINS,GA,30822,M,N,95000,6.0,0,5400,0
Ortwin,Aczel,M,954,543-4089,TAMPA,FL,33688,M,Y,10000,0.0,0,0,0
Aiguo,Bhattacharjee,F,224,833-1447,ROCKFORD,IL,61101,M,N,50000,3.0,0,4000,0
Deoraj,Dilger,F,808,665-4700,MAKAWELI,HI,96769,M,Y,10000,2.8421054,0,2080,1040
Lenhart,Roucairol,M,435,579-9361,ANNABELLA,UT,84711,M,N,80000,7.0,0,4950,0
Marina,Ygge,F,727,404-3818,LAKESHORE,FL,33854,M,N,35000,0.0,0,0,0
Djemal,Welten,M,319,296-5365,COLUMBUS CITY,IA,52737,M,Y,75000,8.98,0,80,40
Michio,Danneberg,F,360,348-2758,TAHOLAH,WA,98587,M,Y,80000,0.0,0,0,0
Vitaliano,McDougal,M,302,608-3382,NEW CASTLE,DE,19721,M,Y,50000,5.268182,0,220,110
Mujdat,Flass,F,617,677-3400,NORTH HATFIELD,MA,1066,M,N,55000,5.3,0,7150,0
Shyam,Basermann,F,401,193-7183,OAKLAND,RI,2858,M,Y,75000,0.0,0,0,0
Ronnie,Gihr,M,503,861-9348,KENO,OR,97627,S,Y,80000,9.0,159,0,159
Dzung,Mascle,F,601,515-4560,WALLS,MS,38680,S,Y,10000,5.0,6000,0,1500
Jaideep,Aybay,M,505,480-2308,TREMENTINA,NM,88439,S,N,15000,4.957143,3300,0,0
Natasha,Leemeijer,F,307,657-7561,ROCK RIVER,WY,82083,M,N,55000,0.0,0,0,0
Deron,Suchak,M,267,584-6192,GORDONVILLE,PA,17529,M,N,30000,3.07,0,0,0
Bashir,Grushcow,F,802,858-6041,SHARON,VT,5065,M,N,85000,4.69624,0,6600,0
Takahiro,Vieweg,M,208,831-6393,EASTPORT,ID,83826,M,N,15000,5.529042,0,6600,0
Maryam,Yanike,F,580,231-2339,GOLTRY,OK,73739,S,Y,100000,6.25,1000,0,1000
Chetan,Cosica,M,201,643-3794,STRATHMERE,NJ,8248,M,Y,100000,2.6616669,0,2000,1500
Aleksandar,Creech,F,319,767-8035,MANSON,IA,50563,S,N,50000,7.8829904,40,0,0
Nabih,Sawaya,F,603,214-8823,FARMINGTON,NH,3835,S,Y,45000,0.0,0,0,0
Ymte,Gore,M,515,315-8902,SAINT ANTHONY,IA,50239,M,N,85000,8.98,0,80,0
Rusti,Gerling,M,205,758-3453,CHAPMAN,AL,36015,S,Y,85000,5.0,1500,0,300
Ceon,Matthew,M,870,822-4108,FULTON,AR,71838,M,N,60000,7.0,0,40,0
Radomir,Foret,F,660,812-8023,KANSAS CITY,MO,64168,M,Y,75000,6.0,0,4200,1200
Gerbert,Mashey,F,308,410-9392,SAINT EDWARD,NE,68660,S,Y,95000,6.84,103,0,103
Tuyan,Facello,M,240,467-4740,SANDY SPRING,MD,20860,M,N,50000,4.75,0,4800,0
Shawna,Vosburgh,F,401,537-3373,PROVIDENCE,RI,2918,M,Y,30000,0.0,0,0,0
Jongho,Schrift,F,775,965-8136,WASHOE VALLEY,NV,89704,M,N,60000,0.0,0,0,0
Brent,O'Young,F,434,997-2089,MC LEAN,VA,22108,M,Y,5000,2.5357144,0,1800,900
Evangeline,Pecuchet,F,330,398-8143,FARMERSVILLE,OH,45325,M,N,90000,3.533564,0,2600,0
Oya,Zuiderveld,M,907,985-4238,ANCHORAGE,AK,99511,M,N,15000,0.0,0,0,0
Teofilo,Rajamony,M,904,928-4111,SAINT AUGUSTINE,FL,32086,M,Y,5000,0.0,0,0,0
Calogero,Terenzi,M,757,894-8806,KING AND QUEEN COURT HOUSE,VA,23085,M,N,100000,5.75,0,1800,0
Iasson,Frolund,M,775,204-8186,NORTH LAS VEGAS,NV,89033,S,N,15000,0.0,0,0,0
Cho,Herlea,F,304,936-6228,CHARLESTON,WV,25392,M,Y,30000,4.4,0,4000,2000
Corentin,Friman,F,574,532-6370,INDIANAPOLIS,IN,46205,S,Y,50000,3.4,1000,0,1000
Ahvin,Klement,M,217,325-5615,CLAYTONVILLE,IL,60926,M,Y,25000,3.0,0,4000,2000
Yuka,Chown,F,505,299-6460,CORDOVA,NM,87523,S,Y,45000,5.3,3300,0,3300
Khaled,Oxenboll,M,808,630-9517,HONOLULU,HI,96801,M,N,95000,8.25,0,2080,0
Antanas,Kishida,F,302,347-2262,WILMINGTON,DE,19885,M,Y,20000,3.2227273,0,220,110
Antonios,Kaltofen,F,501,613-6703,CHIDESTER,AR,71726,M,Y,10000,2.5778654,0,40,20
Gustav,Seidewitz,F,540,998-9118,CASCADE,VA,24069,M,N,95000,5.75,0,1800,0
Errol,Danielsson,F,972,407-6110,ROUND TOP,TX,78954,M,N,50000,0.0,0,0,0
Rudy,Kroeker,F,408,809-4020,DOUGLAS FLAT,CA,95229,M,N,90000,9.3,0,174,0
Minnie,Spiro,M,662,516-6401,STEENS,MS,39766,M,Y,40000,5.0,0,12000,1500
Monish,Tuomenoksa,M,860,587-7110,TOLLAND,CT,6084,M,N,60000,5.0,0,24500,0
Yihua,Sykas,F,970,555-4852,GREEN MOUNTAIN FALLS,CO,80819,S,Y,70000,4.63,0,0,0
Giulio,Torelli,F,520,747-4430,PHOENIX,AZ,85033,S,N,90000,4.11,2100,0,0
Pierluigi,Siochi,F,660,199-6995,SKIDMORE,MO,64487,S,Y,35000,6.0,2100,0,1200
Shin'ya,Punnen,F,828,980-1602,OTTO,NC,28763,M,Y,70000,7.201049,0,6600,3300
Camino,Bartschi,M,260,276-8840,WINDFALL,IN,46076,S,Y,50000,3.4,1000,0,1000
Wee,Friedland,M,256,152-9716,BIRMINGHAM,AL,35278,M,Y,20000,5.0,0,3000,300
Mang,Bergin,M,912,761-7321,POWDER SPRINGS,GA,30127,S,Y,90000,6.0,2700,0,3000
Ruiz,Shnaider,F,623,403-2146,PHOENIX,AZ,85096,S,Y,55000,3.5674999,2100,0,2300
Bernard,Paleologo,F,808,316-2406,EWA BEACH,HI,96706,S,N,60000,8.25,1040,0,0
Rieko,Zockler,M,603,394-4162,RYE,NH,3870,M,Y,35000,0.0,0,0,0
Baiju,Rubsam,F,319,784-1400,UNION,IA,50258,S,N,20000,3.2516527,40,0,0
Kewal,Carchiolo,M,804,577-2785,ROANOKE,VA,24027,S,N,10000,3875,900,0,0
ChengFu,Clares,M,702,747-1519,NORTH LAS VEGAS,NV,89033,S,Y,90000,0.0,0,0,0
Ian,Piramuthu,F,901,642-5045,NASHVILLE,TN,37204,S,N,80000,0.0,0,0,0
Qui,Halker,M,304,983-9401,GAP MILLS,WV,24941,S,Y,60000,6.5,2000,0,2000
Burkhard,Babai,F,207,476-9038,WALLAGRASS,ME,4781,M,N,35000,8.5,0,5700,0
Aruna,Berger,M,843,488-4564,BEAUFORT,SC,29901,M,Y,70000,7.0,0,6600,3300
Rumen,Chilukuri,M,906,773-5056,DANSVILLE,MI,48819,S,Y,100000,3.9,3100,0,3100
Gert,Vrckovnik,F,202,569-8300,WASHINGTON,DC,20235,S,N,50000,9.0,1370,0,0
Lilin,Dar,M,201,440-4582,OXFORD,NJ,7863,M,Y,80000,2.34625,0,2000,1500
Jarno,Messabih,F,201,123-5914,HOLMDEL,NJ,7733,M,N,70000,2.1885417,0,2000,0
Jared,Martschew,F,308,246-1937,VALPARAISO,NE,68065,M,Y,85000,6.84,0,206,103
Seungjae,Middelburg,M,732,511-8927,BELVIDERE,NJ,7823,S,Y,30000,1.5577083,1000,0,1500
Minshine,Penniman,M,801,576-7696,HEBER CITY,UT,84032,S,N,55000,7.0,2475,0,0
IlYoung,Abbasi,F,614,565-9963,COLUMBUS,OH,43212,M,Y,100000,3.8655128,0,2600,1300
Yuxi,Jostes,M,802,347-1748,CUTTINGSVILLE,VT,5738,M,Y,70000,4.397808,0,6600,3300
Yutaka,Kroon,F,801,453-7051,OGDEN,UT,84412,M,Y,25000,7.0,0,4950,2475
Sanjiva,Halpin,F,207,803-3555,SPRINGFIELD,ME,4487,S,Y,25000,8.5,2850,0,2850
Tzusheng,Poletto,M,302,879-8534,FRANKFORD,DE,19945,S,Y,40000,4.586364,110,0,110
Katsuyuki,Azumi,M,551,971-6430,BROADWAY,NJ,8808,M,Y,30000,1.5577083,0,2000,1500
Genta,Beck,M,406,852-9258,DEER LODGE,MT,59722,S,N,30000,6.9,1900,0,0
Nora,Gurzhiv,M,608,671-8079,LA POINTE,WI,54850,S,N,20000,4.7939067,700,0,0
Golden,Range,F,769,600-6222,LUCEDALE,MS,39452,M,N,30000,5.0,0,12000,0
Mathai,Bub,F,208,262-4179,COEUR D ALENE,ID,83815,S,Y,20000,6.948391,3300,0,3300
Barrett,Gonzalez,F,775,961-7164,GABBS,NV,89409,S,N,30000,0.0,0,0,0
Gully,Broll,M,781,692-8015,NEW BEDFORD,MA,2742,M,N,15000,5.3,0,7150,0
Zeydy,Erde,M,219,534-7307,HYMERA,IN,47855,S,Y,60000,3.4,1000,0,1000
Giansalvatore,Nagahisa,M,307,787-6875,BYRON,WY,82412,S,N,10000,0.0,0,0,0
Jonny,Waterhouse,F,989,555-4640,DETROIT,MI,48209,S,Y,75000,3.9,3100,0,3100
Rujith,Hagmann,F,308,954-7657,WAVERLY,NE,68462,M,N,100000,6.84,0,206,0
Adrianus,Abell,M,856,651-5437,JERSEY CITY,NJ,7395,S,N,10000,1.4,1000,0,0
Guri,Montalbano,M,508,607-2954,SOMERSET,MA,2725,S,N,75000,5.3,3575,0,0
Mustafa,Vafaie,M,878,737-3492,GARNET VALLEY,PA,19060,S,Y,90000,3.07,0,0,0
Surendranath,Kavi,F,302,654-1065,DOVER AFB,DE,19902,S,N,65000,5.95,110,0,0
Ivor,Peron,M,479,829-1077,DOLPH,AR,72528,M,N,15000,3.773037,0,40,0
Kwangjo,Proietti,F,787,249-3630,SAN JUAN,PR,901,M,Y,80000,0.0,0,0,0
Zoubir,Koppstein,M,907,593-9370,SHISHMAREF,AK,99772,M,Y,45000,0.0,0,0,0
Dang,Kruck,F,602,104-2527,TEMPE,AZ,85280,M,Y,25000,3.1025,0,4200,2300
Wenjian,Aberg,M,484,165-6214,ERIE,PA,16533,M,N,20000,3.07,0,0,0
Rongyao,Ghalwash,F,814,351-1251,COCHRANTON,PA,16314,M,N,25000,3.07,0,0,0
Keyun,Peuto,F,701,363-4566,SAINT THOMAS,ND,58276,S,N,90000,2.7990127,3300,0,0
Tjahjadi,Bruni,M,240,241-1259,POTOMAC,MD,20859,M,N,35000,4.75,0,4800,0
Georgia,McKinney,M,520,116-2848,PHOENIX,AZ,85040,M,N,55000,3.5674999,0,4200,0
Zdravko,Windeknecht,M,918,262-7007,BARTLESVILLE,OK,74006,M,Y,55000,6.25,0,2000,1000
Abhijit,Heckerman,M,620,461-3462,OXFORD,KS,67119,M,Y,40000,6.45,0,4500,2250
Gilberto,Rety,F,702,464-2985,DAYTON,NV,89403,S,Y,45000,0.0,0,0,0
Belen,Velardi,M,971,312-7840,GRAND RONDE,OR,97347,M,Y,5000,7.4102564,0,318,159
Plamena,Landy,F,856,601-9164,PARK RIDGE,NJ,7656,M,N,65000,2.1096876,0,2000,0
Rogardt,Kruys,M,719,648-7412,HARTMAN,CO,81043,M,N,80000,4.63,0,0,0
Kishor,Hasteer,M,432,928-7218,ABERNATHY,TX,79311,S,Y,15000,0.0,0,0,0
Jerrold,MacLeod,F,907,647-4347,ANCHORAGE,AK,99514,M,N,90000,0.0,0,0,0
Sarangan,Nascimento,M,830,564-6745,HOUSTON,TX,77244,M,N,100000,0.0,0,0,0
Pitro,Stary,F,787,302-5305,QUEBRADILLAS,PR,678,S,N,55000,0.0,0,0,0
Kevin,Geske,F,307,758-4273,NATRONA,WY,82646,S,N,15000,0.0,0,0,0
Andry,Fabrizio,M,337,907-7723,WATERPROOF,LA,71375,S,Y,15000,2.8,4500,0,1000
Mohsin,Claudson,M,702,983-8290,RENO,NV,89506,M,Y,10000,0.0,0,0,0
Zvezdan,Kadakuntla,F,630,142-8339,MERNA,IL,61758,M,N,50000,3.0,0,4000,0
Elfriede,Androutsos,M,412,876-8772,PITTSBURGH,PA,15215,M,N,25000,3.07,0,0,0
Yinong,Beug,F,402,465-8804,LINCOLN,NE,68520,M,N,75000,6.84,0,206,0
Siddhartha,Staab,M,219,701-5620,NEW MARKET,IN,47965,S,Y,30000,3.4,1000,0,1000
Ramjee,Pitteway,M,971,279-3579,AGNESS,OR,97406,S,Y,85000,9.0,159,0,159
Xuefei,Wadge,F,978,998-8160,SAGAMORE BEACH,MA,2562,S,Y,80000,5.3,3575,0,1000
Hongchi,Coyle,F,641,695-2261,CINCINNATI,IA,52549,S,N,75000,8.98,40,0,0
Bienvenido,Ananiadou,M,802,928-1338,STARKSBORO,VT,5487,S,Y,75000,4.4972854,3300,0,3300
Topher,Faria,M,623,904-8255,SAN LUIS,AZ,85349,S,Y,75000,3.8775,2100,0,2300
Khaled,Pargas,M,913,415-7677,CHASE,KS,67524,M,Y,60000,6.45,0,4500,2250
Sreerama,Tibblin,M,219,744-2057,INDIANAPOLIS,IN,46241,M,Y,90000,3.4,0,2000,1000
Kazuyoshi,McCallum,M,406,139-8128,PRYOR,MT,59066,S,N,80000,6.9,1900,0,0
Chacko,Forier,M,563,903-9805,DES MOINES,IA,50396,S,N,70000,8.98,40,0,0
Sentot,Cantu,F,939,418-8329,SAN JUAN,PR,908,M,Y,65000,0.0,0,0,0
Caterina,Vanwelkenhuysen,M,717,695-4080,NEW CASTLE,PA,16105,M,Y,90000,3.07,0,0,0
Andi,Aimeur,F,562,880-4747,PORTOLA,CA,96122,M,Y,100000,9.3,0,174,272
Xingong,Masada,F,205,917-7556,SAINT ELMO,AL,36568,M,Y,5000,5.0,0,3000,300
Dafna,Rackoff,M,601,214-6361,LAKESHORE,MS,39558,M,Y,80000,5.0,0,12000,1500
Yasmin,Qutaishat,M,251,871-9313,HOLY TRINITY,AL,36859,S,Y,35000,5.0,1500,0,300
Zita,Schaap,F,907,921-7461,TYONEK,AK,99682,M,N,95000,0.0,0,0,0
Vernon,Meyers,F,720,789-1459,FRANKTOWN,CO,80116,M,N,55000,4.63,0,0,0
Honghua,Cosette,M,432,342-3241,MIDLAND,TX,79710,M,Y,15000,0.0,0,0,0
Leaf,Elustondo,F,406,246-1367,JORDAN,MT,59337,M,N,70000,6.9,0,3800,0
Jayavel,Woeginger,M,507,986-5301,LENGBY,MN,56651,S,Y,5000,5.35,3300,0,3300
Chiaki,Klusik,M,605,532-1045,GETTYSBURG,SD,57442,S,Y,25000,0.0,0,0,0
Chawki,Praus,M,505,292-2458,ALBUQUERQUE,NM,87196,M,Y,10000,3.2428572,0,6600,3300
Mahadev,Uzun,M,308,507-7520,PHILLIPS,NE,68865,M,N,70000,6.84,0,206,0
Luming,Woerkom,F,406,774-7730,CLYDE PARK,MT,59018,M,Y,10000,4.916379,0,3800,1900
Krister,Winstone,F,337,313-4758,HESTER,LA,70743,M,N,25000,6.0,0,9000,0
Stasys,Wendel,M,941,265-3612,COPELAND,FL,34137,M,Y,25000,0.0,0,0,0
Charly,Poswig,M,609,742-8745,SPOTSWOOD,NJ,8884,M,Y,90000,2.5039582,0,2000,1500
Shelley,Spork,F,202,864-7384,WASHINGTON,DC,20394,S,Y,25000,7875,1370,0,1370
Hariolf,Apostopopoulos,F,785,385-3990,HOYT,KS,66440,S,Y,95000,6.45,2250,0,2250
Gabriella,Vinck,F,931,863-4690,HORNSBY,TN,38044,M,N,90000,0.0,0,0,0
Rachida,Krupp,F,907,717-9971,BARROW,AK,99723,S,Y,25000,0.0,0,0,0
Akiyoshi,Groz,M,605,467-8426,GOODWIN,SD,57238,M,Y,20000,0.0,0,0,0
Robi,Champarnaud,M,931,440-2733,TRIMBLE,TN,38259,S,Y,15000,0.0,0,0,0
Boo,Philippou,F,208,911-7110,DINGLE,ID,83233,S,Y,30000,7.8,3300,0,3300
Jos,Koszlajda,F,785,937-6660,GREEN,KS,67447,S,Y,90000,6.45,2250,0,2250
Corin,Perly,M,785,498-2999,TOPEKA,KS,66652,S,N,90000,6.45,2250,0,0
Rollins,Stellhorn,M,307,276-6178,CHEYENNE,WY,82001,M,N,25000,0.0,0,0,0
Lipo,Drashansky,M,320,218-5980,MINNEAPOLIS,MN,55420,M,Y,95000,7.85,0,6600,3300
Shyamsundar,MacLeod,M,978,924-2763,LEEDS,MA,1053,M,N,60000,5.3,0,7150,0
Thirumalai,Mackenzie,M,224,903-9137,WOOD DALE,IL,60191,M,Y,55000,3.0,0,4000,2000
Kawon,Magnusson,M,719,138-2674,U S A F ACADEMY,CO,80841,S,N,80000,4.63,0,0,0
Tsong,Hirzer,M,304,101-1640,DAILEY,WV,26259,M,N,25000,4.05,0,4000,0
Jiong,Bocic,F,602,297-7618,TUCSON,AZ,85710,S,Y,90000,4.11,2100,0,2300
Osni,Sreerama,F,203,118-8539,EAST CANAAN,CT,6024,M,N,45000,5.0,0,24500,0
Lesley,Elphick,F,314,613-2672,CANALOU,MO,63828,M,Y,60000,6.0,0,4200,1200
Luigia,Gaubert,F,304,339-6927,RAYSAL,WV,24879,S,Y,95000,6.5,2000,0,2000
Guanghui,Hettich,M,304,270-3487,HARMAN,WV,26270,S,Y,60000,6.5,2000,0,2000
Taizo,Kouzes,F,229,780-5619,MARIETTA,GA,30063,M,N,75000,6.0,0,5400,0
Zhiliang,Flick,M,864,497-4995,ANDERSON,SC,29623,S,Y,100000,7.0,3300,0,3300
Ned,Staiger,M,865,723-3915,CHATTANOOGA,TN,37419,M,Y,15000,0.0,0,0,0
Sunondo,Beregi,F,808,501-5227,HONOLULU,HI,96815,S,N,45000,8.25,1040,0,0
Tomonobu,Junnemann,M,240,500-4517,HUGHESVILLE,MD,20637,S,N,85000,4.75,2400,0,0
Sonny,Ecklund,F,308,286-4130,WAUSA,NE,68786,S,Y,95000,6.84,103,0,103
Kazutoshi,Banach,M,386,993-7388,TAMPA,FL,33629,S,Y,40000,0.0,0,0,0
Calton,Takagi,M,301,298-5273,PORT TOBACCO,MD,20677,M,N,45000,4.75,0,4800,0
Olav,Millo,M,208,752-5187,MURRAY,ID,83874,S,N,30000,7.8,3300,0,0
Samir,Zueger,F,323,498-6306,LITTLE RIVER,CA,95456,S,N,90000,9.3,87,0,0
Aruna,Parson,M,908,812-5691,WINSLOW,NJ,8095,M,Y,90000,2.5039582,0,2000,1500
Soumen,Boissier,M,405,504-5120,THACKERVILLE,OK,73459,M,Y,45000,6.25,0,2000,1000
Raffi,McKibbon,F,816,343-1439,JEFFERSON CITY,MO,65111,S,Y,70000,6.0,2100,0,1200
Taoufik,Rice,M,812,710-2319,DYER,IN,46311,S,Y,70000,3.4,1000,0,1000
Xiaobin,Bean,F,805,431-4242,TEMECULA,CA,92593,S,Y,5000,1.0,87,0,272
Alyson,Dayhoff,F,248,851-6460,PENTWATER,MI,49449,S,N,100000,3.9,3100,0,0
Stijn,Groenboom,M,605,894-5223,SIOUX FALLS,SD,57194,M,Y,100000,0.0,0,0,0
Haiyong,Rafter,M,936,926-2174,EL PASO,TX,79923,S,N,45000,0.0,0,0,0
Amokrane,Barbuti,F,603,967-1730,NORTH SUTTON,NH,3260,M,N,90000,0.0,0,0,0
Healfdene,Sylvan,M,870,846-3705,TRASKWOOD,AR,72167,M,N,15000,3.773037,0,40,0
Sadashiva,Minka,M,763,107-9688,TWIN LAKES,MN,56089,S,N,30000,5.8564034,3300,0,0
Aliasghar,Ezer,M,660,278-3184,KANSAS CITY,MO,64166,M,N,85000,6.0,0,4200,0
Margus,Hillyard,F,307,169-5157,GLENROCK,WY,82637,M,N,80000,0.0,0,0,0
Guttorm,Pier,F,347,430-6036,FARMERSVILLE STATION,NY,14060,S,N,55000,4.272256,0,0,0
Rosangela,Beretta,M,971,108-6810,BAY CITY,OR,97107,M,Y,20000,9.0,0,318,159
Kagan,Wechsung,F,703,993-7644,RICHARDSVILLE,VA,22736,S,Y,70000,5.75,900,0,900
Giopi,Zimmermann,F,541,927-4161,MARCOLA,OR,97454,S,N,45000,9.0,159,0,0
Matthias,Uemori,M,515,926-5350,ROCKWELL CITY,IA,50579,M,N,55000,8.65488,0,80,0
Asat,Lahire,M,505,253-1198,TRUCHAS,NM,87578,M,Y,35000,5.3,0,6600,3300
Feixiong,Moursund,M,931,835-9080,GRIMSLEY,TN,38565,M,Y,25000,0.0,0,0,0
Kumpati,Chelegatski,M,602,413-8824,PHOENIX,AZ,85074,S,Y,50000,3.49,2100,0,2300
Frantisek,Altman,F,610,674-9858,DELTA,PA,17314,S,Y,20000,3.07,0,0,0
Shumeet,Peres,M,971,861-9430,GRANTS PASS,OR,97528,S,Y,20000,9.0,159,0,159
Kahlil,Abb,M,614,743-1561,WICKLIFFE,OH,44092,S,Y,45000,2.039795,1300,0,1300
Vaagan,Mihail,F,775,539-6740,MOUNTAIN CITY,NV,89831,S,Y,85000,0.0,0,0,0
Alanoly,Antin,F,623,155-7583,MESA,AZ,85205,S,Y,65000,3.7224998,2100,0,2300
Krishnan,Joersz,F,615,446-3004,LONE MOUNTAIN,TN,37773,S,Y,80000,0.0,0,0,0
Hla,Gerla,M,704,690-7857,WAXHAW,NC,28173,M,Y,75000,7.305944,0,6600,3300
Tasuya,Zrehen,F,606,943-5369,CALVERT CITY,KY,42029,M,Y,30000,3.5,0,40,20
Leighton,Hillsberg,F,205,933-4781,LOCUST FORK,AL,35097,M,N,20000,5.0,0,3000,0
Dariu,Bergsten,M,360,736-2285,FORD,WA,99013,M,N,40000,0.0,0,0,0
Udi,Ingolfsdottir,F,859,774-5076,HAWESVILLE,KY,42348,M,N,80000,6.0,0,40,0
Guoqiang,Caneve,M,918,149-9044,OKLAHOMA CITY,OK,73124,M,Y,45000,6.25,0,2000,1000
Selim,Karcich,M,217,168-8490,IROQUOIS,IL,60945,S,N,85000,3.0,2000,0,0
Brook,Rauma,M,503,525-5614,PORTLAND,OR,97219,M,Y,55000,9.0,0,318,159
Florina,Good,M,860,356-2263,ROCKY HILL,CT,6067,S,Y,70000,5.0,12750,0,0
Alec,Carrera,M,505,605-5901,ALBUQUERQUE,NM,87184,M,Y,65000,5.3,0,6600,3300
Baoquan,Cedeno,M,308,897-4777,MALCOLM,NE,68402,M,Y,35000,6.84,0,206,103
Xiangzhen,Neighbors,M,802,942-4620,SHAFTSBURY,VT,5262,S,N,5000,3.6,3300,0,0
